3M France,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEVISMES CHARLOTTE,19/11/2013,REPAS,€13,,
PHONAK FRANCE,Audioprothésiste,AGU JEAN-CHARLES,28/01/2014,REPAS,€38,,
PHONAK FRANCE,Audioprothésiste,AGU JEAN-CHARLES,14/04/2014,REPAS,€36,,
PHONAK FRANCE,Audioprothésiste,AGU JEAN-CHARLES,02/04/2014,REPAS,€58,,
PHONAK FRANCE,Audioprothésiste,AGU JEAN-CHARLES,27/01/2014,CADEAUX,€56,,
PHONAK FRANCE,Audioprothésiste,DE NICOLO MICHEL,26/03/2014,REPAS,€31,,
PHONAK FRANCE,Audioprothésiste,GENOVESE MARIE,25/09/2013,REPAS,€55,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,14/06/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,29/10/2013,REPAS,€81,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,30/01/2014,REPAS,€25,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,06/10/2013,REPAS,€68,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,30/01/2014,REPAS,€25,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,25/09/2013,REPAS,€55,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,30/01/2014,REPAS,€30,,
PHONAK FRANCE,Audioprothésiste,GENOVESE PHILIPPE,25/09/2013,REPAS,€42,,
PHONAK FRANCE,Audioprothésiste,GODINAUD-ALLAIN ISABELLE,30/01/2014,REPAS,€50,,
PHONAK FRANCE,Audioprothésiste,GODINAUD-ALLAIN ISABELLE,14/11/2013,REPAS,€58,,
PHONAK FRANCE,Audioprothésiste,GODINAUD-ALLAIN ISABELLE,23/04/2014,REPAS,€55,,
PHONAK FRANCE,Audioprothésiste,MAFRE AUDREY,12/11/2013,REPAS,€20,,
PHONAK FRANCE,Audioprothésiste,MATHIEU SANDRINE,18/10/2013,REPAS,€21,,
PHONAK FRANCE,Audioprothésiste,PORTAL CELINE,26/09/2013,REPAS,€45,,
PHONAK FRANCE,Audioprothésiste,QUILLOT LOIC,25/09/2013,REPAS,€64,,
PHONAK FRANCE,Audioprothésiste,ROS CINDY,18/09/2013,REPAS,€62,,
PHONAK FRANCE,Audioprothésiste,SALA JEANMICHEL,17/09/2013,REPAS,€15,,
PHONAK FRANCE,Audioprothésiste,SALA JEANMICHEL,18/10/2013,REPAS,€21,,
PHONAK FRANCE,Audioprothésiste,SALA JEAN-MICHEL,04/04/2014,REPAS,€64,,
PHONAK FRANCE,Audioprothésiste,SALA JEAN-MICHEL,14/06/2014,REPAS,€44,,
PHONAK FRANCE,Audioprothésiste,SALA JEAN-MICHEL,28/05/2014,REPAS,€23,,
PHONAK FRANCE,Audioprothésiste,SALA JEAN-MICHEL,28/05/2014,REPAS,€22,,
PHONAK FRANCE,Audioprothésiste,SALA JEAN-MICHEL,23/04/2014,REPAS,€17,,
PHONAK FRANCE,Audioprothésiste,SERIGNAC CHLOÉ,24/04/2014,REPAS,€56,,
PHONAK FRANCE,Audioprothésiste,SERIGNAC CHLOEE,18/09/2013,REPAS,€62,,
PHYSIOL FRANCE,Médecin,DELAS JEROME,17/12/2013,REPAS,€20,,
PHYSIOL FRANCE,Médecin,DELAS JEROME,18/07/2013,AUTRE : COLLATION BLOC,€12,,
PHYSIOL FRANCE,Médecin,DELAS JEROME,13/07/2013,REPAS,€21,,
PHYSIOL FRANCE,Médecin,PINON FABIEN,17/12/2013,REPAS,€20,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,GRAVLO BERTRAND,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,LEVY BENCHETON BRUNO,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,PINELLI PIERRE,11/12/2013,RP,€48,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,ALTOUNIAN JEAN  PIERRE,21/01/2013,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,ALTOUNIAN JEAN  PIERRE,24/05/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRENIER PHILIPPE,24/05/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CAMBOURIEU JEAN MICHEL,16/01/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GALIBERT ARNAUD,06/09/2012,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GALIBERT ARNAUD,05/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GARFAGNINI GILLES,05/04/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,HAGEGE FRANCK,23/01/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,LAROUSSE JEAN MICHEL,05/04/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,LAUPIE JULIEN,07/02/2013,HospitalitÃƒÂ©,€162,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,LAUPIE JULIEN,07/02/2013,HospitalitÃƒÂ©,€198,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,LIMOUSE LAURENCE,05/04/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MIRGALET FRANCOIS,26/04/2012,Restauration,€117,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MIRGALET FRANCOIS,26/04/2012,Frais de dÃƒÂ©placement,€129,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MIRGALET FRANCOIS,25/04/2012,Frais de dÃƒÂ©placement,€357,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MIRGALET FRANCOIS,26/04/2012,HÃƒÂ©bergement,€84,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MOURARET SYLVAIN,23/01/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,RICCI ANNE MARIE,05/04/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,SURMENIAN JEROME,21/01/2013,Restauration,€22,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,SURMENIAN JEROME,24/05/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,AMAR DAVID,19/03/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,AMAR DAVID,25/10/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,AMAR DAVID,25/10/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,AMAR DAVID,19/03/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,ARFI THIERRY,24/05/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,ARFI THIERRY,20/02/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,ARFI THIERRY,20/03/2014,RESTAURATION,€48,,
PIERRE FABRE MEDICAMENT,Médecin,ASSELIN BOCQUET CLAUDINE,13/03/2014,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Médecin,BAGOT MARIE LAURE,24/02/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,BEAUDET DEGOUL VIVIANE,22/06/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BEAUDET DEGOUL VIVIANE,18/04/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,BECLE FREDERIC,29/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,BELGUENDOUZ LARBI,09/03/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,BELGUENDOUZ LARBI,24/05/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,BELGUENDOUZ LARBI,22/11/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,BENCE YVES ROBERT,05/04/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,BENCE YVES ROBERT,05/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,BENSA ALAIN,30/05/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,BENZAKEN ATTIA LYNE,12/04/2012,Restauration,€72,,
PIERRE FABRE MEDICAMENT,Médecin,BERNARD ALAIN,23/02/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,31/01/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,05/04/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,30/05/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,04/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,31/01/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,05/04/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,BETTENDORF ALAIN,29/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,BOSSAN PHILIPPE,14/02/2013,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,BRAMI LEBON MONIQUE,17/01/2012,Restauration,€61,,
PIERRE FABRE MEDICAMENT,Médecin,BRAMI LEBON MONIQUE,24/05/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,BRAMI LEBON MONIQUE,22/11/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,BRENET PASCAL,20/09/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,BRENET MOUY PASCALE,20/09/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,BRESSON ARNAUD,09/10/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BUGNAS BERNARD,07/06/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,BUGNAS BERNARD,21/06/2012,Restauration,€51,,
PIERRE FABRE MEDICAMENT,Médecin,CAGNOLI GROMOVOI SYLVIANE,18/04/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,CAGNOLI GROMOVOI SYLVIANE,22/06/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CAMOUS RIFF MICHELE,30/06/2012,Restauration,€56,,
PIERRE FABRE MEDICAMENT,Médecin,CANDELA PIERRE,13/04/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,CASELLES DIDIER,24/05/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CASELLES DIDIER,30/10/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,CAUJOLLE ISABELLE,06/03/2013,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Médecin,CEINOS RENE,14/05/2013,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,CHANAVAT SERGE,29/01/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,CHAROSAY DEMICHELIS CECILE,21/06/2012,Restauration,€125,,
PIERRE FABRE MEDICAMENT,Médecin,CHAROSAY DEMICHELIS CECILE,04/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CHAROSAY DEMICHELIS CECILE,21/06/2012,Frais de dÃƒÂ©placement,€251,,
PIERRE FABRE MEDICAMENT,Médecin,CHAROSAY DEMICHELIS CECILE,24/05/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CHAROSAY DEMICHELIS CECILE,21/06/2012,HÃƒÂ©bergement,€108,,
PIERRE FABRE MEDICAMENT,Médecin,CHRIST JEAN PHILIPPE,03/07/2012,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Médecin,CLOIX PIERRE,16/05/2013,Restauration,€55,,
PIERRE FABRE MEDICAMENT,Médecin,CLOIX PIERRE,19/03/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,CLOIX PIERRE,09/03/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,COLOMB JEAN BAPTISTE,22/05/2012,Frais de dÃƒÂ©placement,€724,,
PIERRE FABRE MEDICAMENT,Médecin,CONFORTI MARC,23/11/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,CORALLINI TEISSIER MARIE MADELEINE,25/10/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,CORALLINI TEISSIER MARIE MADELEINE,17/01/2012,Restauration,€61,,
PIERRE FABRE MEDICAMENT,Médecin,CORALLINI TEISSIER MARIE MADELEINE,04/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CORALLINI TEISSIER MARIE MADELEINE,21/06/2012,Frais de dÃƒÂ©placement,€251,,
PIERRE FABRE MEDICAMENT,Médecin,CORALLINI TEISSIER MARIE MADELEINE,21/06/2012,Restauration,€125,,
PIERRE FABRE MEDICAMENT,Médecin,CORALLINI TEISSIER MARIE MADELEINE,21/06/2012,HÃƒÂ©bergement,€108,,
PIERRE FABRE MEDICAMENT,Médecin,COSTAMAGNA HELENE,30/06/2012,Restauration,€56,,
PIERRE FABRE MEDICAMENT,Médecin,DAKNOU PATRICK,05/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,DEGOUL PIERRE ALAIN,20/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,DELAFOULHOUZE MARC,11/06/2013,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,DELORME FRANCOIS XAVIER,02/05/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,DELORME FRANCOIS XAVIER,19/06/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,DELORME FRANCOIS XAVIER,19/12/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,DUBOIS DOMINIQUE,28/03/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,DYBAL JEAN LUC,04/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,EL BAZE PHILIP,27/03/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,FERNEZ LIONEL,29/03/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,FERNEZ LIONEL,28/01/2014,RESTAURATION,€24,,
PIERRE FABRE MEDICAMENT,Médecin,FIS ISABELLE,12/10/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,FIS ISABELLE,26/05/2014,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Médecin,FIS ISABELLE,07/06/2013,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,FOURES MARIE,24/01/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,FRANCON CHRISTOPHE,18/04/2014,RESTAURATION,€29,,
PIERRE FABRE MEDICAMENT,Médecin,FREYCHET LAURENT,14/02/2013,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,GASTAUD OLIVIER,03/07/2012,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Médecin,GERAUDIE PHILIPPE,19/06/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,GHIO DOMINIQUE,28/02/2014,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Médecin,GHIO DOMINIQUE,07/09/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,GHIO DOMINIQUE,17/05/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,GIORDANO JEAN LUC,11/06/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,GIORDANO JEAN LUC,30/04/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GORINI JEAN PIERRE,01/02/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,GUEX JEAN JEROME,09/05/2012,Frais de dÃƒÂ©placement,€43,,
PIERRE FABRE MEDICAMENT,Médecin,GUEX JEAN JEROME,11/05/2012,Frais de dÃƒÂ©placement,€60,,
PIERRE FABRE MEDICAMENT,Médecin,HUDELOT CHRISTINE,04/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,JHOWRY BRICE,25/10/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,JOLIVET THIERRY,17/05/2013,Restauration,€49,,
PIERRE FABRE MEDICAMENT,Médecin,JOLIVET THIERRY,13/03/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,JOLIVET THIERRY,15/02/2012,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,JULIANI DIDIER,22/04/2014,RESTAURATION,€23,,
PIERRE FABRE MEDICAMENT,Médecin,KLEIN MICHEL,14/05/2013,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,KNECHT JEAN THIERRY,08/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,KNECHT JEAN THIERRY,20/03/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,KNECHT JEAN THIERRY,23/11/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,LABORDE FYRIEL,18/04/2014,RESTAURATION,€29,,
PIERRE FABRE MEDICAMENT,Médecin,LAGHA KAMEL,09/03/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,LAZAR LUMINITA,22/11/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,LEBON PATRICK,22/11/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,LEBON PATRICK,17/01/2012,Restauration,€61,,
PIERRE FABRE MEDICAMENT,Médecin,LEBON PATRICK,24/05/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,27/06/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,07/03/2013,HospitalitÃƒÂ©,€192,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,07/03/2013,HospitalitÃƒÂ©,€219,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,12/04/2012,Restauration,€72,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,07/03/2013,Frais de dÃƒÂ©placement,€56,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,17/01/2012,Restauration,€61,,
PIERRE FABRE MEDICAMENT,Médecin,LEGENDRE JEAN MARC,22/11/2012,Restauration,€46,,
PIERRE FABRE MEDICAMENT,Médecin,LEHERON CHARLES,04/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,LIBRATI CLAIRE,30/06/2012,Restauration,€56,,
PIERRE FABRE MEDICAMENT,Médecin,LIZAN GERARD,19/12/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,LIZAN GERARD,02/05/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,LODOVICI FRANCOIS,21/06/2013,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,LODOVICI FRANCOIS,16/03/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,LONGIN DENIS,04/02/2014,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,LONGIN DENIS,24/10/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,LONGIN DENIS,17/02/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,LONGIN DENIS,24/10/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,LUCAS MICHEL,05/02/2014,RESTAURATION,€22,,
PIERRE FABRE MEDICAMENT,Médecin,LUCAS MICHEL,05/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,LUSTGARTEN GRILLOT VERONIQUE,24/05/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,MALBRANCKE AILHAUD ISABELLE,04/10/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,MALBRANCKE AILHAUD ISABELLE,19/03/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,MANDRINO ALAIN,20/10/2012,Restauration,€49,,
PIERRE FABRE MEDICAMENT,Médecin,MARCOU JACQUES,05/04/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,MARTINI FONTANELLA REGINE,09/10/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MEHOUAS CHRISTIAN,01/10/2012,Frais de dÃƒÂ©placement,€153,,
PIERRE FABRE MEDICAMENT,Médecin,MESSALI PIERRE,20/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,MORAND JEAN PIERRE,12/06/2013,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,MOZZICONACCI DOMINIQUE,20/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,NAKACHE PATRICK,13/12/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,NAKACHE PATRICK,06/02/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,NAKACHE PATRICK,19/03/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,NAKACHE PATRICK,20/02/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,NAVARRO ROUIMI RUTH,24/05/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,PECASTAING GEORGES,24/05/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,PELISSIER GEORGES MARIE,21/06/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,PELISSIER GEORGES MARIE,06/02/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,PELISSIER GEORGES MARIE,21/06/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,PELISSIER GEORGES MARIE,13/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,PEREIRA CORTESE CECILE,09/10/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,PIERRE MICHEL,30/05/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,PIERRE MICHEL,18/06/2013,Restauration,€65,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,06/03/2012,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,07/01/2014,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,10/04/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,19/01/2012,Restauration,€17,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,25/10/2012,Restauration,€59,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,06/09/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,21/06/2012,Restauration,€51,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,13/04/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,PIGEARIAS BERNARD,08/02/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,POGGI DOMINIQUE,29/01/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,POMATTO JEAN JACQUES,11/12/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,RAYBAUD MICHEL,27/03/2012,Restauration,€65,,
PIERRE FABRE MEDICAMENT,Médecin,RAYBAUD MICHEL,07/03/2013,HospitalitÃƒÂ©,€192,,
PIERRE FABRE MEDICAMENT,Médecin,RAYBAUD MICHEL,07/03/2013,Frais de dÃƒÂ©placement,€56,,
PIERRE FABRE MEDICAMENT,Médecin,RAYBAUD MICHEL,07/03/2013,HospitalitÃƒÂ©,€192,,
PIERRE FABRE MEDICAMENT,Médecin,ROSTAIN GILLES,19/03/2014,RESTAURATION,€18,,
PIERRE FABRE MEDICAMENT,Médecin,ROSTAIN GILLES,06/03/2013,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Médecin,ROSTAIN GILLES,26/04/2012,Restauration,€14,,
PIERRE FABRE MEDICAMENT,Médecin,ROTH LUCILE,12/04/2012,Restauration,€72,,
PIERRE FABRE MEDICAMENT,Médecin,ROTHIER MARTINE,30/06/2012,Restauration,€56,,
PIERRE FABRE MEDICAMENT,Médecin,ROUSSEL OLIVIER,26/10/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,SAMAK VALERIE,19/03/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,SAMAK VALERIE,11/12/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,SCHUFFENECKER MARC,16/03/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,SCHUFFENECKER MARC,21/06/2013,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,SEBAG EVELYNE,19/03/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,TERRIER GERARD,30/05/2013,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,TERRIER GERARD,05/04/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,TERRIER GERARD,05/12/2012,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,TERRIER GERARD,31/01/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,THAON JEAN FRANCOIS,12/06/2013,Restauration,€44,,
PIERRE FABRE MEDICAMENT,Médecin,TIMSIT DUKAN DANIELE,18/04/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,TORDJMAN JEAN BERNARD,18/04/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,VAN DER SCHUEREN EVE,20/02/2014,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,VAN DER SCHUEREN EVE,01/10/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,17/04/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,07/01/2014,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,21/06/2012,Restauration,€51,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,28/06/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,13/04/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,07/06/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,06/12/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,08/02/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,VIGNY VERGINE ISABELLE,21/06/2013,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,VON HOVEN ANNE,22/04/2014,RESTAURATION,€23,,
PIERRE FABRE MEDICAMENT,Médecin,WALCHER MARIE CHRISTINE,30/06/2012,Restauration,€56,,
PIERRE FABRE MEDICAMENT,Médecin,WORTMAN JEAN JOSEPH,20/02/2012,Restauration,€31,,
