3M France,Chirurgien-dentiste,PONS MARC,09/10/2013,REPAS,€35,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEMAIRE MARIE,25/03/2014,REPAS,€23,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PAVON CELIA,25/03/2014,REPAS,€23,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SAPINSKI HELENE,25/03/2014,REPAS,€23,,
THUASNE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TERRADE LAETITIA,25/03/2014,REPAS,€23,,
TORNIER,Médecin,ABADIE PIERRE,31/03/2014,Autre : Invit.Restaurant clients,€46,,
TORNIER,Médecin,LE CLOUEREC GERARD,31/01/2014,Autre : Frais de réception clients,€56,,
TORNIER,Médecin,LE CLOUEREC GERARD,01/07/2013,Autre : Invit.Restaurant clients,€16,,
TORNIER,Médecin,LE CLOUEREC GERARD,01/04/2013,Autre : Invit.Restaurant clients,€14,,
TORNIER,Médecin,LE CLOUEREC GERARD,01/04/2013,Autre : Frais de réception clients,€11,,
UCB Pharma SA,Médecin,DUMOULIN RICHEZ CHANTAL,26/11/2013,Repas,€50,,
UCB Pharma SA,Médecin,GIAUQUE ERIC,13/02/2014,Repas,€19,,
Zambon France,Médecin,CAZOU ALAIN,03/04/2014,Repas,€28,,
Zambon France,Médecin,CINA GERARD,12/12/2013,Repas,€45,,
Zambon France,Médecin,CINA GERARD,27/03/2014,Repas,€26,,
Zambon France,Médecin,HOUEILLE JEAN JACQUES,03/04/2014,Repas,€28,,
Zambon France,Médecin,LAN CHOW WING DAVID,24/06/2014,Repas,€60,,
Zambon France,Médecin,LAVEAU JACQUES,04/02/2014,Repas,€56,,
Zambon France,Médecin,LAVEAU SANDRINE,04/02/2014,Repas,€56,,
Zambon France,Médecin,TREBESSES JEAN MICHEL,04/02/2014,Repas,€56,,
Zambon France,Pharmacien,GALPIN JEAN FRANCOIS,26/05/2014,Repas,€14,,
Zimmer Dental SAS,Chirurgien-dentiste,CAUSSIL JEAN SEBASTIEN,14/03/2014,repas,€24,,
Zimmer Dental SAS,Chirurgien-dentiste,CAUSSIL JEAN SEBASTIEN,10/10/2013,REPAS,€41,,
Zimmer Dental SAS,Chirurgien-dentiste,CAUSSIL JEAN SEBASTIEN,10/10/2013,REPAS,€41,,
Zimmer Dental SAS,Chirurgien-dentiste,ELAZEM NICOLAS,14/03/2014,repas,€24,,
Zimmer Dental SAS,Chirurgien-dentiste,TRICOIRE JOELLE,14/03/2014,repas,€24,,
Zimmer France SAS,Médecin,GANGNET Nicolas,04/09/2013,Repas,€11,,
Zimmer Spine SAS,Médecin,PEDRAM MORAD,09/12/2013,Repas,€19,,
