3M France,Pharmacien,RAVENEAU EDDY,26/03/2014,REPAS,€36,,
Zambon France,Médecin,ROYER BERNARD,18/09/2013,Repas,€55,,
Zambon France,Médecin,ROYER BERNARD,13/05/2014,Repas,€55,,
Zambon France,Médecin,ROYER BERNARD,07/02/2014,Repas,€45,,
Zimmer France SAS,Infirmier,PONCHET CATHERINE,05/03/2014,Repas,€18,,
Zimmer France SAS,Médecin,ASLOUM Youcef,12/09/2013,Repas,€23,,
Zimmer France SAS,Médecin,BRUNOT Philippe,18/06/2014,transport,€287,,
Zimmer GmbH,Médecin,BRUNOT Philippe,18/06/2014,transport,€81,,
Zimmer GmbH,Médecin,BRUNOT Philippe,18/06/2014,repas,€75,,
Zimmer GmbH,Médecin,BRUNOT Philippe,18/06/2014,Hébergement,€352,,
Zimmer GmbH,Médecin,BRUNOT Philippe,18/06/2014,repas,€18,,
