3M France,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,YEDIOU LAZHAR,26/11/2013,REPAS,€17,,
Pierre Fabre Dermo-Cosmétique,Médecin,GUILLOT BERNARD,16/12/2013,RP,€26,,
Pierre Fabre Dermo-Cosmétique,Médecin,GUILLOT BERNARD ,07/06/2013,FRAIS DE DEPLACEMENT,€198,,
Pierre Fabre Dermo-Cosmétique,Médecin,KUENTZ PHILIPPE,16/12/2013,RP,€26,,
Pierre Fabre Dermo-Cosmétique,Médecin,KUENTZ PHILIPPE,07/06/2013,FRAIS DE DEPLACEMENT,€198,,
Pierre Fabre Dermo-Cosmétique,Médecin,RATEL ELISABETH,07/06/2013,FRAIS DE DEPLACEMENT,€198,,
Pierre Fabre Dermo-Cosmétique,Médecin,RATEL ELISABETH,05/10/2013,RP,€72,,
Pierre Fabre Dermo-Cosmétique,Médecin,TSAN PIERRE,07/06/2013,FRAIS DE DEPLACEMENT,€198,,
Pierre Fabre Dermo-Cosmétique,Médecin,TSAN PIERRE,16/12/2013,RP,€25,,
Pierre Fabre Dermo-Cosmétique,Médecin,WOODWARD CAROLE,16/12/2013,RP,€26,,
Pierre Fabre Dermo-Cosmétique,Médecin,ZAMBELLI LAURENT,16/12/2013,RP,€26,,
Pierre Fabre Dermo-Cosmétique,Médecin,ZAMBELLI PATRICE,16/12/2013,RP,€26,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BERAS PIERRE,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,FOURNIVAL JEAN LUC,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,GELIBERT SANDRA,03/03/2014,RESTAURATION,€12,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PICARD CLAIRE,03/03/2014,RESTAURATION,€12,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BERTHOLIER PHILIPPE,04/10/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BERTHOLIER PHILIPPE,30/01/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRUN JEAN PIERRE,04/02/2014,RESTAURATION,€52,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRUN JEAN PIERRE,10/04/2013,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRUN JEAN PIERRE,17/12/2013,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CHARLETY JEAN CLAUDE,04/10/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CHARLETY JEAN CLAUDE,30/01/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CHEMLA PATRICK,07/06/2012,HÃƒÂ©bergement,€129,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CHEMLA PATRICK,06/06/2012,Frais de dÃƒÂ©placement,€250,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,CHEMLA PATRICK,07/06/2012,Frais de dÃƒÂ©placement,€55,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,DOUADY THOMAS,16/10/2012,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GAGNIERE DAVID,10/04/2013,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GALLIX DOUADY CAROLINE,16/10/2012,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,GUIGUET ALEXANDRE,16/10/2012,Restauration,€16,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,HENRY BRUNO,30/01/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,HENRY BRUNO,04/10/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MARTIN JEAN PASCAL,30/01/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MARTIN JEAN PASCAL,04/10/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,PAILLER CLAUDE,11/12/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,PARTOUCHE RICHARD,15/10/2013,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,RIVIERE STEPHANE,11/12/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,ROCCA ERIC,30/01/2014,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,ROCCA ERIC,08/01/2013,Restauration,€17,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,SARAGAGLIA LOIC,10/04/2013,Restauration,€54,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,SUERINCK ETIENNE,11/12/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,VIVIN JEAN,04/10/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU BERNARD,16/01/2012,Frais de dÃƒÂ©placement,€140,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU BERNARD,25/06/2012,Frais de dÃƒÂ©placement,€140,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU BERNARD,13/01/2012,Frais de dÃƒÂ©placement,€140,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU BERNARD,21/06/2012,Frais de dÃƒÂ©placement,€140,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU DUPUY FRANCOISE,28/02/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,AGUILANIU DUPUY FRANCOISE,29/01/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,AUDAY FRANCK THIERRY,04/02/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,AUDAY FRANCK THIERRY,17/09/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,AUDAY FRANCK THIERRY,10/01/2012,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,AUDAY FRANCK THIERRY,25/06/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,AUROUZE JACQUES,13/01/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,AUROUZE JACQUES,16/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,AUROUZE JACQUES,26/11/2013,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,BAUDRY MARIE CAROLINE,06/04/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,BAUDRY MARIE CAROLINE,29/10/2013,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,BAUDRY MARIE CAROLINE,28/06/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,21/11/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,18/02/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,29/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,18/10/2012,Frais de dÃƒÂ©placement,€64,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,18/10/2012,HÃƒÂ©bergement,€114,,
PIERRE FABRE MEDICAMENT,Médecin,BEEKER ANNE,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,BENGOLEA WERNICKE JORGE LUCILO,20/12/2013,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,BENGOLEA WERNICKE JORGE LUCILO,08/03/2013,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,BEN SAIDANE HOUDA,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,BEN SAIDANE HOUDA,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,BERGER GAUCHIER FRANCOISE,28/02/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,BERGER GAUCHIER FRANCOISE,08/04/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,BERGER GAUCHIER FRANCOISE,27/11/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,BERGER GAUCHIER FRANCOISE,10/09/2013,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,BERGER GAUCHIER FRANCOISE,29/01/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,BERNARD FRANCOIS,09/04/2014,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BESSON ENGELS MARIE LUCIE,16/10/2013,RESTAURATION,€57,,
PIERRE FABRE MEDICAMENT,Médecin,BESSON ENGELS MARIE LUCIE,04/04/2012,Restauration,€49,,
PIERRE FABRE MEDICAMENT,Médecin,BLANC MARC,06/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,BUCCI FRANCOIS,17/05/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,CARRON PIERRE,26/03/2012,Restauration,€41,,
PIERRE FABRE MEDICAMENT,Médecin,CHARDONNET ERIC,19/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,17/02/2014,RESTAURATION,€20,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,08/03/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,07/02/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,23/01/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,24/09/2012,Restauration,€43,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,18/10/2012,Frais de dÃƒÂ©placement,€227,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,03/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,05/09/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,CHAVEZ LEONIDAS,13/06/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,CLAPOT PHILIPPE,19/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,COEFFIC DAVID,20/06/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,COHEN BERNARD,29/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CORTICELLI PAOLA,28/06/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,CORTICELLI PAOLA,05/04/2013,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,CORTICELLI PAOLA,16/10/2013,RESTAURATION,€57,,
PIERRE FABRE MEDICAMENT,Médecin,CUSIN NATHALIE,10/05/2012,Frais de dÃƒÂ©placement,€160,,
PIERRE FABRE MEDICAMENT,Médecin,CUSIN NATHALIE,14/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,CUSIN NATHALIE,10/05/2012,Frais de dÃƒÂ©placement,€160,,
PIERRE FABRE MEDICAMENT,Médecin,CUSIN NATHALIE,14/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,DAHSHAN SULEIMAN,21/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,DAVID LICHTENSTEIN FREDERIQUE,14/05/2012,Restauration,€15,,
PIERRE FABRE MEDICAMENT,Médecin,DE LAMBERTERIE GILLES,23/01/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,DE LAMBERTERIE GILLES,24/09/2012,Restauration,€43,,
PIERRE FABRE MEDICAMENT,Médecin,DE LAMBERTERIE GILLES,13/06/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,DE LAMBERTERIE GILLES,07/02/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,DE LAMBERTERIE GILLES,03/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,DE LAMBERTERIE GILLES,08/03/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,DIAMAND JEAN MARC,26/07/2012,Frais de dÃƒÂ©placement,€1,947,,
PIERRE FABRE MEDICAMENT,Médecin,DIAMAND JEAN MARC,30/06/2012,Frais de dÃƒÂ©placement,€490,,
PIERRE FABRE MEDICAMENT,Médecin,DIAMAND JEAN MARC,28/06/2012,Frais de dÃƒÂ©placement,€299,,
PIERRE FABRE MEDICAMENT,Médecin,DIDIER ROBERTO BRIGITTE,08/04/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,DIDIER ROBERTO BRIGITTE,28/02/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,DIDIER ROBERTO BRIGITTE,27/11/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,DIDIER ROBERTO BRIGITTE,29/01/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,DIDIER ROBERTO BRIGITTE,10/09/2013,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,DORIDOT PIERRE,13/01/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,DORIDOT PIERRE,16/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,DORIDOT PIERRE,13/01/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,DURAND DOMINIQUE,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,DURAND DOMINIQUE,29/03/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,DURAND DOMINIQUE,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,ELKAIM ROBERT,28/06/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,ELKAIM ROBERT,12/12/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,FILLON JEAN PIERRE,29/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,FROMENT JACQUES,07/12/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GENSBURGER FRANCOIS XAVIER,07/12/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GOUBET ISABELLE,18/12/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,GOUBET ISABELLE,15/05/2012,Restauration,€17,,
PIERRE FABRE MEDICAMENT,Médecin,GOUBET ISABELLE,27/06/2013,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GRANGE CHRISTINE,11/10/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,GRANGE CHRISTINE,08/03/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GRANGE CHRISTINE,13/06/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,GUICHARD ERIC,03/05/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,GUICHARD ERIC,23/10/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,GUICHARD ERIC,02/10/2013,RESTAURATION,€23,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLOT BERNARD,23/01/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLOT BERNARD,28/06/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLOT BERNARD,23/01/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLOT BERNARD,28/06/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLOT BERNARD,19/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,HALLALI PATRICK,08/02/2013,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,HALLALI PATRICK,18/12/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,HALLALI PATRICK,10/05/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,11/10/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,27/02/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,07/02/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,11/09/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,04/04/2013,Restauration,€41,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,10/01/2012,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,08/03/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,05/09/2013,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,03/04/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,17/09/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,HAMM BERNARD,13/12/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,HONARMAND MAHCHID,08/04/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,HONARMAND MAHCHID,08/04/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,JOUK JARRY SYLVIE,27/02/2014,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,JOUK JARRY SYLVIE,20/03/2013,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,JOUK JARRY SYLVIE,04/07/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,JOUVENCEL ROBERT STEPHANIE,19/06/2014,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Médecin,KUENTZ PHILIPPE,11/06/2013,Restauration,€55,,
PIERRE FABRE MEDICAMENT,Médecin,LANNEY DE COURTEN JEAN ERIC,18/12/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,LANNEY DE COURTEN JEAN ERIC,08/02/2013,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,LEBAYLE PIERRE MARC,30/08/2013,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,LEBAYLE PIERRE MARC,14/09/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,LEBAYLE PIERRE MARC,27/01/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,19/09/2013,HOSPITALITE SITES PIERRE FABRE,€49,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,09/09/2013,RESTAURATION,€24,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,23/04/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,19/09/2013,HOSPITALITE SITES PIERRE FABRE,€108,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,19/09/2013,FRAIS DE DEPLACEMENT,€106,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,19/09/2013,HOSPITALITE SITES PIERRE FABRE,€45,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,19/09/2013,HOSPITALITE SITES PIERRE FABRE,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LEHODEY PIERRE YVES,16/01/2013,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,LELTE JEAN PIERRE,29/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,LELTE JEAN PIERRE,19/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,MAS DOMINIQUE,23/04/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,MONTIGON PASCALE,16/01/2013,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,MOTTUEL MARIE FRANCOISE,16/11/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,MOTTUEL MARIE FRANCOISE,23/02/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,MOTTUEL MARIE FRANCOISE,06/06/2012,Restauration,€74,,
PIERRE FABRE MEDICAMENT,Médecin,NINET JEAN CHRISTOPHE,03/01/2014,RESTAURATION,€27,,
PIERRE FABRE MEDICAMENT,Médecin,NINET JEAN CHRISTOPHE,30/10/2013,RESTAURATION,€37,,
PIERRE FABRE MEDICAMENT,Médecin,PACTEAU LYDIE,06/06/2012,Restauration,€74,,
PIERRE FABRE MEDICAMENT,Médecin,PELLISSIER JEAN LOUIS,30/08/2013,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,PENISSON LANNOY LAURENCE,18/04/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,PERENNOU SYLVIE,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,PERENNOU SYLVIE,29/10/2013,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,PERENNOU SYLVIE,18/02/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,PERENNOU SYLVIE,28/06/2012,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Médecin,PERENNOU SYLVIE,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,PERENNOU SYLVIE,30/01/2013,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,POINSIGNON JEAN PIERRE,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,POINSIGNON JEAN PIERRE,06/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,POINSIGNON JEAN PIERRE,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,POINSIGNON JEAN PIERRE,06/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,POINSIGNON JEAN PIERRE,22/05/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,POINSIGNON JEAN PIERRE,20/09/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,RAZAKABOAY MURIEL,06/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,RIGAUD DOMINIQUE,08/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,ROY PIERRE ALAIN,17/03/2014,RESTAURATION,€29,,
PIERRE FABRE MEDICAMENT,Médecin,ROY PIERRE ALAIN,05/03/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,ROY PIERRE ALAIN,01/10/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,ROY PIERRE ALAIN,22/10/2013,RESTAURATION,€22,,
PIERRE FABRE MEDICAMENT,Médecin,ROZAND YVES,19/11/2013,RESTAURATION,€55,,
PIERRE FABRE MEDICAMENT,Médecin,SARFATI JOCELYNE,18/04/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,SERVETTAZ CLAUDE PAUL,23/04/2014,RESTAURATION,€36,,
PIERRE FABRE MEDICAMENT,Médecin,SERVETTAZ CLAUDE PAUL,18/04/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,SERVETTAZ CLAUDE PAUL,23/04/2014,RESTAURATION,€14,,
PIERRE FABRE MEDICAMENT,Médecin,STEIDEL JEROME,10/05/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,TANITTE MARC,13/06/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,TROUSSIER JOELLE,18/04/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,TSAN PIERRE,29/01/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,TSAN PIERRE,28/06/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,TSAN PIERRE,19/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,TSAN PIERRE,19/12/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,UZAN ROBERT,13/11/2012,Restauration,€58,,
PIERRE FABRE MEDICAMENT,Médecin,UZAN ROBERT,13/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,VERNAY PIVOT FREDERIQUE,13/02/2013,Restauration,€37,,
PIERRE FABRE MEDICAMENT,Médecin,VERNAY PIVOT FREDERIQUE,07/05/2013,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,VOLATIER ELISABETH,01/10/2013,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Médecin,VUARNET JEROME PASCAL,18/04/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,WOLF MARIANNE,12/12/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,ZAMBELLI LAURENT,17/06/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,ZAMBELLI LAURENT,16/01/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,ZAMBELLI PATRICE,17/06/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,ZAMBELLI VALENTINA,19/06/2014,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Médecin,ZAMBELLI VALENTINA,16/01/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Pharmacien,FOURNIVAL JEAN LUC,19/11/2013,RESTAURATION,€27,,
PIERRE FABRE MEDICAMENT,Pharmacien,FOURNIVAL JEAN LUC,06/04/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Pharmacien,LIAUDY ANNICK,06/04/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Pharmacien,PICAUD ANNE,11/04/2014,RESTAURATION,€17,,
PIERRE FABRE MEDICAMENT,Pharmacien,TRITTO RICHARD,04/04/2013,Restauration,€30,,
PIERRE FABRE SA,Pharmacien,FOURNIVAL JEAN LUC,11/09/2013,RESTAURATION,€95,,
PRECIPHAR,Médecin,CHARDONNET ERIC,16/10/2013,REPAS,€32,,
PRECIPHAR,Médecin,CLAPOT PHILIPPE,16/10/2013,REPAS,€32,,
PRECIPHAR,Médecin,GUICHARD ERIC,12/03/2014,Repas,€36,,
PRECIPHAR,Médecin,JOUNEH MOHAMED HASSAN,12/06/2014,Repas,€39,,
PRECIPHAR,Médecin,NINET JEAN CHRISTOPHE,05/03/2014,Repas,€33,,
PRECIPHAR,Médecin,PICARD AURELIA,19/09/2013,REPAS,€60,,
PRECIPHAR,Médecin,POINSIGNON JEAN PIERRE,05/03/2014,Repas,€33,,
PRECIPHAR,Médecin,RAZAKABOAY MURIEL,16/10/2013,REPAS,€32,,
PRECIPHAR,Médecin,ROZAND YVES,10/10/2013,REPAS,€19,,
PROCTER & GAMBLE FRANCE,Chirurgien-dentiste,BIJAOUI José,14/11/2013,REPAS,€42,,
